 ID	News	predicted
FAKE_3213	കമ്മ്യൂണിസ്റ്റ് പാർട്ടി അംഗങ്ങളെയും അവരുടെ കുടുംബങ്ങളെയും അമേരിക്കയിലേക്ക് പ്രവേശിക്കുന്നതിൽ നിന്നും പൂർണ്ണമായും വിലക്കാൻ ഒരുങ്ങി അമേരിക്കൻ ഭരണകൂടം	MOSTLY FALSE
FAKE_3214	ട്വിറ്റർ ഉപയോക്താവ് രംഗോളി ചന്ദൽ വൈറൽ ഫോട്ടോകൾ (ആർക്കൈവ് ലിങ്ക്) പങ്കിട്ടു, “അദ്ദേഹം # അർനബ് ഗോസ്വാമി ആണെന്ന് വിശ്വസിക്കാൻ കഴിയില്ല… അത് യഥാർത്ഥമാണെങ്കിൽ… മഹാരാഷ്ട്ര സർക്കാർ കരി ദിനത്തിനായി ഒരുങ്ങുന്നു. ഞാൻ ഭയങ്കര അസ്വസ്ഥനാണ്. ബ്ലാക്ക്ഡേ 4 പ്രസ്സ്.”	PARTLY FALSE
FAKE_3215	അമേരിക്കയില്‍ നിന്ന് വൈദ്യശാസ്ത്രം പഠിച്ചിട്ടും പൊള്ളാച്ചിയില്‍ സര്‍ക്കാര്‍ ആശുപത്രിയില്‍ പാവങ്ങളെ സേവിക്കുന്ന ഡോ. ഫാത്തിമയുടെ ചിത്രം.	PARTLY FALSE
FAKE_3216	പാലം തകര്‍ന്നിടത്ത് നിന്നും കമ്പി കിട്ടിയാല്‍ അറിയിക്കാമെന്ന് മന്ത്രി മുഹമ്മദ് റിയാസ്	MOSTLY FALSE
FAKE_3217	കോഴിക്കോട്ട് നടന്ന k rail വിശദീകരണ യോഗത്തിലെ ഒഴിഞ്ഞ കസേരകൾ.	PARTLY FALSE
FAKE_3218	കോഴിക്കോട് തളി ശിവക്ഷേത്രം നിൽക്കുന്ന പ്രദേശം മർക്കസ് ദുവ എന്ന് പുനർനാമകരണം ചെയ്തു	PARTLY FALSE
FAKE_3219	കോഴിക്കോട്ട് നടന്ന k rail വിശദീകരണ യോഗത്തില്‍ ആരും പങ്കെടുത്തില്ല	MOSTLY FALSE
FAKE_3220	ഐ.എ.എസ് ഇന്‍റര്‍വ്യൂവില്‍ കോഴിക്കോട് സബ് കളക്റ്റര്‍ ശ്രീധന്യ സുരേഷ് നേരിട്ട ചോദ്യങ്ങളെയും നല്‍കിയ ഉത്തരങ്ങളെയും കുറിച്ചുള്ള ലേഖനം	PARTLY FALSE
FAKE_3221	കോഴിക്കോട് ചിന്തന്‍ ശിബിരത്തില്‍ പങ്കെടുക്കാത്തതുമായി ബന്ധപ്പെട്ട മാധ്യമങ്ങളുടെ ചോദ്യത്തിന് രോഷാകുലനായി പ്രതികരിക്കുന്ന മുല്ലപ്പള്ളി രാമചന്ദ്രന്‍.	MOSTLY FALSE
FAKE_3222	കോഴിക്കോട് റെയില്‍വെ സ്‌റ്റേഷനില്‍ നിന്ന് 650 കിലോ പഴകിയ കോഴിയിറച്ചി പിടിച്ചുകോഴിക്കോട് റെയില്‍വെ സ്‌റ്റേഷനില്‍ നിന്ന് 650 കിലോ പഴകിയ കോഴിയിറച്ചി പിടിച്ചു	PARTLY FALSE
FAKE_3223	ഡിസംബർ 9നു കോഴിക്കോട് റെക്കോഡ് മദ്യവില്‍പന.	MOSTLY FALSE
FAKE_3224	വഖഫ് സംരക്ഷണത്തിനായുള്ള മുസ്ലീം ലീഗ് സമ്മേളനം കോഴിക്കോട് ബീച്ചില്‍ നടന്നതിനു തൊട്ടടുത്ത ദിവസം ബെവ്‌കോ പുറത്തുവിട്ട കണക്കില്‍ കോഴിക്കോട് ജില്ലയില്‍ റെക്കോഡ് മദ്യ വില്‍പന.	PARTLY FALSE
FAKE_3225	പൊതുമരാമത്ത് വകുപ്പ് കോഴിക്കോട് നിര്‍മിച്ച റോഡ്.	PARTLY FALSE
FAKE_3226	കോഴിക്കോട് സിറ്റി ട്രാഫിക് പോലീസിന്‍റെ സന്ദേശം	PARTLY FALSE
FAKE_3227	1970കളിൽ കോഴിക്കോട് ഫൂട്ബോൾ കളി കാണാൻ വന്ന സ്ത്രീകളുടെ ഫോട്ടോ.	PARTLY FALSE
FAKE_3228	കോഴിക്കോട് തളി ശിവക്ഷേത്രത്തിൽ ദർശനം പൊലീസ് കാവലിൽ	PARTLY FALSE
FAKE_3229	കണ്ണൂർ എയർപോർട്ടിന് ഭൂമി ഏറ്റെടുക്കുന്നതിന് എതിരെ സിപിഎം നടത്തിയ ഉപവാസം	PARTLY FALSE
FAKE_3230	അമേരിക്കയില്‍ നടന്ന റിയാലിറ്റിഷോയില്‍ വിജയികളായ കണ്ണൂര്‍ പൊതുവാച്ചേരിയില്‍ നിന്നുള്ള ടീം	MOSTLY FALSE
FAKE_3231	കെപിസിസി അധ്യക്ഷൻ കെ.സുധാകരനെ കുറിച്ച് കണ്ണൂരിലെ ഡിസിസി ജനറൽ സെക്രട്ടറി ആരോപണങ്ങള്‍ ഉന്നയിക്കുന്നു	MOSTLY FALSE
FAKE_3232	പ്രിയ വര്‍ഗീസിന്‍റെ കണ്ണൂര്‍ സര്‍വകലാശാലയിലെ നിയമനം തടഞ്ഞ കോടതി വിധിക്കെതിരെ പ്രിയ വര്‍ഗീസും കുടുംബവും പ്രതിഷേധിക്കുന്ന വീഡിയോ	PARTLY FALSE
FAKE_3233	കെപിസിസി പ്രസിഡന്റ് കെ.സുധാകരനെതിരെ കടുത്ത വിമര്‍ശനവുമായി കണ്ണൂര്‍ ഡിസിസി ജനറല്‍ സെക്രട്ടറി പ്രദീപ് വട്ടിപ്രം.	MOSTLY FALSE
FAKE_3234	കണ്ണൂർ എയർപോർട്ടിനായി ഭൂമി ഏറ്റെടുക്കുന്നതിനെതിരെ യുഡിഎഫ് സർക്കാരിൻറെ കാലത്ത് മട്ടന്നൂർ എംഎൽഎ പി ജയരാജന്റെ ഉപവാസ വേദിയിൽ സിപിഎം സംസ്ഥാന സെക്രട്ടറി കോടിയേരി ബാലകൃഷ്ണൻ നിൽക്കുന്ന ചിത്രം.	MOSTLY FALSE
FAKE_3235	ജോയ് ആലുക്കാസ് ജ്വല്ലറിയും ഭീമ ജ്വല്ലറിയും ചേർന്ന് തിരുവനന്തപുരം പദ്മനാഭ സ്വാമി ക്ഷേത്രത്തിന് സമർപ്പിച്ച വജ്രവും സ്വർണവും ചേർത്തുള്ള അനന്തശയന വിഗ്രഹം	PARTLY FALSE
FAKE_3236	"""നടപ്പാക്കാൻ കഴിയില്ലെന്ന് പറഞ്ഞ് ഉമ്മൻ ചാണ്ടി സർക്കാർ ഇട്ടിട്ട് പോയതും UDF ഉം BJP യും ഒരേ ശബ്ദത്തിൽ നടത്താൻ കഴിയില്ലെന്ന് പിണറായിയെ വെല്ലുവിളിക്കുകയും ചെയ്ത ദേശീയ പാത. 2025 ൽ കാസർഗോഡ് മുതൽ തിരുവനന്തപുരം വരെ ഈ പാത ഇങ്ങനെ സൂപ്പറാകും. ആദ്യം പണിപൂർത്തിയായ കാസർഗോഡ് റീച്ചിലെ ദൃശ്യം"	PARTLY FALSE
FAKE_3237	ഫെയ്‌സ്ബുക്ക് ഉപയോക്താവ് പുരുഷോത്തം തീർത്ഥഹള്ളി ഒരു സ്ത്രീയെ വിവരണം വായിച്ച് അഭിനന്ദിക്കുന്ന വീഡിയോ പോസ്റ്റ് ചെയ്തു, “ആനിസ് കൺമണി ജോയ് തിരുവനന്തപുരം മെഡിക്കൽ കോളേജിലെ നഴ്‌സായിരുന്നു. ഐ‌എ‌എസ് പൂർത്തിയാക്കിയ അവർ കൊഡാഗുവിൽ ഡിസ്ട്രിക്റ്റ് കമ്മീഷണറായി നിയമിതയായി. അവരുടെ നഴ്സിംഗ് അനുഭ...	MOSTLY FALSE
FAKE_3238	തിരുവനന്തപുരത്ത് കൊല്ലമ്പുഴയില്‍ വിചിത്രമായ മൃഗങ്ങള്‍ ഇറങ്ങിയിട്ടുണ്ട് അതില്‍ ഒന്ന് കൊല്ലപ്പെട്ടു എന്ന തരത്തില്‍ ഒരു വീഡിയോ	PARTLY FALSE
FAKE_3239	ബ്രോയ്‌ലർ കോഴി യുടെ ഉപയാഗം കൂടുതൽ ഉള്ളവരാണ് തിരുവനന്തപുരം RCC-യിലെ 80% ക്യാൻസർ രോഗികൾ.	MOSTLY FALSE
FAKE_3240	പാലക്കാട് കൊലപാതകങ്ങളുടെ പശ്ചാത്തലില്‍ ആഭ്യന്തരവകുപ്പ് പരാജയമെന്ന് പണറായി വിജയന്‍ കുറ്റസമ്മതം നടത്തി.	MOSTLY FALSE
FAKE_3241	nan	PARTLY FALSE
FAKE_3242	ഏപ്രിൽ 23 , 2022ന് താനും സുപ്രിയ സൂലെയും വിവാഹിതരാകുന്നു എന്ന വിവരം തിരുവനന്തപുരം എംപി ശശി തരൂർ ട്വിറ്ററിലൂടെ അറിയിച്ചു	PARTLY FALSE
FAKE_3243	500 രൂപയ്ക്ക് ആജീവനാന്ത ക്യാന്‍സര്‍ ചികിത്സാ പദ്ധതിയുമായി തിരുവനന്തപുരം ആര്‍സിസി.	MOSTLY FALSE
FAKE_3244	തെരുവിൽ പാട്ട് പാടി ജീവിക്കുന്ന തിരുവനന്തപുരം സംഗീത കോളേജിലെ പൂർവ വിദ്യാർഥി. തെറ്റ്.	PARTLY FALSE
FAKE_3245	തിരുവനന്തപുരം, കോവളത്ത് നൂറുകണക്കിന് സിപിഎമ്മുകാര്‍ പാര്‍ട്ടി വിട്ട് ബിജെപിയില്‍ ചേര്‍ന്നു.	MOSTLY FALSE
FAKE_3246	പാലക്കാട് ഇരുചക്രവാഹനങ്ങളിൽ പുരുഷന്മാരുടെ പിൻസീറ്റ് യാത്ര കേരളാ പോലീസ് പൂർണ്ണമായും നിരോധിച്ചു.	MOSTLY FALSE
FAKE_3247	ബിവറേജസ് ഔട്ട്‌ലെറ്റുകള്‍ തുറന്ന ആദ്യ ദിനത്തില്‍ പാലക്കാട് നിന്നുള്ള ചിത്രം	PARTLY FALSE
FAKE_3248	ഇക്കഴിഞ്ഞ ദിവസം വയനാട് സന്ദര്‍ശിക്കാനെത്തിയ രാഹുല്‍ ഗാന്ധിയുടെ ചിത്രം.	PARTLY FALSE
FAKE_3249	ഇഡി ചോദ്യം ചെയ്യലിനു ശേഷം വയനാട്ടിലെത്തിയ രാഹുല്‍ ഗാന്ധിക്ക് ലഭിച്ച സ്വീകരണം.	MOSTLY FALSE
